village_id,demand_level_idn,DemandFamily,NonFarmEnt,LivelihoodShift,R906A
3402020001,Rendah,Low demand,-0.3276942337901436,0,1
3402170002,Rendah,Low demand,3.111143577085441,0,1
3402170003,Rendah,Low demand,1.6565505611331148,0,1
3402170001,Rendah,Low demand,-2.6820346515421725,0,1
3402170004,Rendah,Low demand,3.5758064585529112,0,1
3402140004,Tinggi,High demand,11.545906058537268,1,3
3402140001,Tinggi,High demand,8.992517064030611,0,1
3402140002,Tinggi,High demand,15.606854485527323,1,3
3402140003,Tinggi,High demand,18.41484216418401,1,3
3402010001,Rendah,Low demand,5.66003179211404,0,1
3402010002,Rendah,Low demand,8.030242165926332,1,3
3403090006,Tinggi,High demand,0.0727719044723786,1,3
3403090008,Tinggi,High demand,0.8740136630893401,1,3
3403090004,Tinggi,High demand,-3.198951272428125,0,1
3403090010,Tinggi,High demand,2.614931715857731,1,3
3403090003,Tinggi,High demand,-2.7117148046979715,0,1
3403090014,Tinggi,High demand,-4.623595240268227,0,1
3403090007,Tinggi,High demand,-2.545402185968284,0,1
3403090013,Tinggi,High demand,0.2201192739003605,0,1
3403090011,Tinggi,High demand,10.708734150723272,1,3
3403090002,Tinggi,High demand,-3.816067002449453,0,1
3403090012,Tinggi,High demand,-0.1364427735621745,0,1
3403090005,Tinggi,High demand,-0.8812148790204168,0,1
3403090009,Tinggi,High demand,-4.204894825599904,1,3
3403090001,Tinggi,High demand,-4.83625535322643,0,1
3403130001,Tinggi,High demand,-6.439616672708267,0,1
3403130007,Rendah,Low demand,-3.124220394394562,0,1
3403130002,Tinggi,High demand,-3.3416870577865394,0,1
3403130003,Rendah,Low demand,-3.3034015205635807,0,1
3403130006,Rendah,Low demand,-4.1026203605780704,0,1
3403130005,Tinggi,High demand,-3.786343208958097,0,1
3403130004,Rendah,Low demand,1.225744132212211,0,1
3403100012,Rendah,Low demand,-4.188121369974302,0,1
3403100009,Tinggi,High demand,3.4565891398531425,0,1
3403100001,Rendah,Low demand,-0.3336215827927082,0,1
3403100003,Tinggi,High demand,-5.240481569238762,0,1
3403100005,Tinggi,High demand,-6.413258469578285,0,1
3403100011,Tinggi,High demand,-0.074054498468346,0,1
3403100004,Tinggi,High demand,-3.836905273594864,0,1
3403100010,Tinggi,High demand,7.618979781243411,0,1
3403100008,Tinggi,High demand,3.3118968798688098,0,1
3403100013,Tinggi,High demand,-5.39791269888174,0,1
3403100006,Tinggi,High demand,-4.124956272237926,0,1
3403100007,Tinggi,High demand,-3.4996147307055177,0,1
3403100002,Tinggi,High demand,-3.5131953073764133,0,1
3403110011,Rendah,Low demand,-3.642086082784575,0,1
3403110003,Rendah,Low demand,-2.253218265480569,0,1
3403110004,Rendah,Low demand,-2.851994740946933,0,1
3403110010,Rendah,Low demand,-5.578288112878756,0,1
3403110005,Rendah,Low demand,-3.458499625489172,0,1
3403110009,Rendah,Low demand,-3.4450302652419547,0,1
3403110008,Rendah,Low demand,-4.408191524535943,0,1
3403110002,Rendah,Low demand,-5.516098782652722,0,1
3403110006,Rendah,Low demand,2.7811300765325573,0,1
3403110007,Rendah,Low demand,-6.652575371963733,0,1
3403110001,Rendah,Low demand,-6.5952824029065065,0,1
3403020005,Tinggi,High demand,-0.5975383895116444,0,1
3403020007,Tinggi,High demand,-4.674792957829781,0,1
3403020002,Tinggi,High demand,-1.0420360047382902,0,1
3403020001,Tinggi,High demand,-2.8556295957671267,0,1
3403020003,Tinggi,High demand,-3.93724743574451,0,1
3403020006,Tinggi,High demand,-5.107974519313196,0,1
3403020004,Tinggi,High demand,-4.6211044969112285,0,1
3403010006,Rendah,Low demand,-2.6441214290636195,0,1
3403010011,Tinggi,High demand,-2.6583330517614763,0,1
3403010009,Rendah,Low demand,-0.9384056943782254,0,1
3403010008,Rendah,Low demand,-2.7081968978735147,0,1
3403010010,Tinggi,High demand,-4.1996304722670725,0,1
3403010007,Rendah,Low demand,-5.789776385034572,0,1
3403040005,Rendah,Low demand,8.323974403147316,0,1
3403040006,Rendah,Low demand,-2.157558386662203,0,1
3403040008,Tinggi,High demand,-4.319547857059809,0,1
3403040007,Rendah,Low demand,-3.504655766888004,0,1
3403040009,Tinggi,High demand,-5.602706662708288,0,1
3403060001,Tinggi,High demand,6.248272750860856,0,1
3403060005,Tinggi,High demand,19.691000458021,0,1
3403060004,Tinggi,High demand,4.815357300633851,0,1
3403060002,Tinggi,High demand,1.3629221198763706,0,1
3403060003,Tinggi,High demand,-1.0250428232818312,0,1
3403080002,Tinggi,High demand,8.109270105354472,0,1
3403080003,Tinggi,High demand,-3.1407866694636883,0,1
3403080001,Tinggi,High demand,-5.731873754876402,0,1
3403080004,Tinggi,High demand,-2.154814063953705,0,1
3403080008,Tinggi,High demand,-2.813811449238843,0,1
3403080007,Tinggi,High demand,2.763969563765899,0,1
3403080009,Tinggi,High demand,-2.3632122114977645,0,1
3403080006,Tinggi,High demand,1.7810579940703306,0,1
3403080005,Tinggi,High demand,-6.07093641633179,0,1
3403070003,Tinggi,High demand,-1.3671970118743406,0,1
3403070006,Tinggi,High demand,3.468919676106843,0,1
3403070004,Tinggi,High demand,-6.871267270386267,0,1
3403070008,Tinggi,High demand,-5.27441234004354,0,1
3403070005,Tinggi,High demand,-0.583053890128062,0,1
3403070010,Rendah,Low demand,-5.848988093270501,0,1
3403070007,Rendah,Low demand,-4.935901032941929,0,1
3403070009,Rendah,Low demand,-5.260553537722358,0,1
3403070011,Tinggi,High demand,-1.531927381110369,0,1
3403070001,Tinggi,High demand,-4.886948947049931,0,1
3403070002,Tinggi,High demand,-2.115569296371511,0,1
3403050010,Rendah,Low demand,-4.214407488238188,0,1
3403050012,Tinggi,High demand,-6.688972008035786,0,1
3403050007,Rendah,Low demand,-5.030372287089559,0,1
3403050011,Tinggi,High demand,-6.519666777361564,0,1
3403050015,Tinggi,High demand,-4.925605123753385,0,1
3403050013,Tinggi,High demand,-3.4574591463167854,0,1
3403050016,Rendah,Low demand,-6.677826422493429,0,1
3403050014,Rendah,Low demand,-1.3679778635907116,0,1
3403150008,Tinggi,High demand,-7.067709033153319,0,1
3403150007,Tinggi,High demand,-4.604536540418035,0,1
3403150010,Tinggi,High demand,-1.44817002326571,0,1
3403150001,Tinggi,High demand,-5.035415262991156,0,1
3403150005,Tinggi,High demand,-7.163962041314134,0,1
3403150002,Tinggi,High demand,-6.669874168132573,0,1
3403150004,Rendah,Low demand,-5.684151336432988,0,1
3403150006,Tinggi,High demand,-4.130993214092865,0,1
3403150003,Tinggi,High demand,4.248405653377713,0,1
3403150009,Tinggi,High demand,-5.001425168862118,0,1
3403140005,Tinggi,High demand,-1.3368008872951846,0,1
3403140002,Rendah,Low demand,-4.325713182613619,0,1
3403140004,Tinggi,High demand,-6.602313603850382,0,1
3403140003,Tinggi,High demand,-0.3123482344584833,0,1
3403140006,Rendah,Low demand,-2.47515731780672,1,2
3403140001,Tinggi,High demand,-5.053650290232472,0,1
3403120004,Tinggi,High demand,-1.065040406540271,0,1
3403120005,Rendah,Low demand,-6.963791468727039,0,1
3403120002,Tinggi,High demand,-0.2153970425631949,0,1
3403120003,Rendah,Low demand,-0.4151747216324322,0,1
3403120001,Rendah,Low demand,-2.734342245031872,0,1
3403120006,Rendah,Low demand,-5.740735620977592,0,1
3403120007,Rendah,Low demand,-4.877306141989127,0,1
3403030002,Tinggi,High demand,0.7383642397261615,0,1
3403030007,Tinggi,High demand,-3.236580182462375,0,1
3403030004,Tinggi,High demand,-6.563672887087489,0,1
3403030005,Tinggi,High demand,-6.568049112007623,0,1
3403030001,Rendah,Low demand,-3.0127568506093616,0,1
3403030006,Tinggi,High demand,-5.205524129749552,0,1
3403030003,Tinggi,High demand,-2.4182105121628874,0,1
3403051001,Rendah,Low demand,-7.199813710047039,0,1
3403051002,Tinggi,High demand,-0.902881050606526,0,1
3403051006,Tinggi,High demand,-3.007883087414967,0,1
3403051003,Tinggi,High demand,-7.3062220178303185,0,1
3403051005,Tinggi,High demand,-4.694603591535001,0,1
3403051007,Rendah,Low demand,-6.985547161173208,0,1
3403051008,Rendah,Low demand,-6.389130542955637,0,1
3403051004,Rendah,Low demand,-6.749444248496012,0,1
3403041001,Rendah,Low demand,4.062952689963445,0,1
3403041003,Tinggi,High demand,-3.447248937412827,0,1
3403041005,Tinggi,High demand,-1.8778714161612045,0,1
3403041002,Tinggi,High demand,-1.1104915089200516,0,1
3403041004,Tinggi,High demand,-0.8367086177338605,0,1
3403011002,Rendah,Low demand,-6.364687533789156,0,1
3403011003,Rendah,Low demand,-5.036912625363314,0,1
3403011005,Rendah,Low demand,-2.484918602245303,0,1
3403011001,Rendah,Low demand,-6.825974328709681,1,2
3403011004,Rendah,Low demand,-5.243264230254122,0,1
3471140004,Tinggi,High demand,4.281702388812088,1,3
3471140001,Tinggi,High demand,6.081173502032464,1,3
3471140003,Tinggi,High demand,3.2645799134623066,1,3
3471140002,Tinggi,High demand,-1.0383606678601804,1,3
3471130001,Tinggi,High demand,2.729530134698837,1,3
3471130003,Tinggi,High demand,0.2097327669570685,1,3
3471130002,Tinggi,High demand,4.79306814168064,1,3
3471060005,Tinggi,High demand,6.299423930653829,1,3
3471060003,Tinggi,High demand,5.08186012661205,1,3
3471060004,Tinggi,High demand,3.876069853341489,1,3
3471060001,Tinggi,High demand,13.813604937588696,1,3
3471060002,Tinggi,High demand,9.703369367675764,1,3
3471070001,Tinggi,High demand,3.3449261669511663,1,3
3471070002,Tinggi,High demand,2.2822658719418643,1,3
3471070003,Tinggi,High demand,0.3947144350410402,1,3
3471120001,Tinggi,High demand,4.44240458824759,1,3
3471120002,Tinggi,High demand,6.9658109540651765,1,3
3471100001,Tinggi,High demand,8.61879220203662,1,2
3471100002,Tinggi,High demand,9.75636278129102,1,2
3471110002,Tinggi,High demand,6.26275725929842,1,3
3471110003,Tinggi,High demand,5.707698472197917,1,3
3471110001,Tinggi,High demand,2.4605365987384804,1,3
3471010002,Tinggi,High demand,4.022155469833412,1,3
3471010003,Tinggi,High demand,6.490760881691731,1,3
3471010001,Tinggi,High demand,10.063608219370709,1,3
3471020002,Tinggi,High demand,-0.9663365641112294,1,3
3471020001,Tinggi,High demand,-1.4444510391022942,1,3
3471020003,Tinggi,High demand,-2.6453728351166306,1,3
3471090001,Tinggi,High demand,1.1844820720580076,1,3
3471090002,Tinggi,High demand,7.52794505361512,1,3
3471080001,Tinggi,High demand,-0.3124251598648129,1,3
3471080002,Tinggi,High demand,-1.1355396320509503,1,3
3471030003,Tinggi,High demand,6.453450578722344,1,3
3471030002,Tinggi,High demand,4.036697231821546,1,3
3471030001,Tinggi,High demand,10.327919515413338,1,3
3471040003,Tinggi,High demand,5.737434566752071,1,2
3471040005,Tinggi,High demand,-1.9566851718629377,1,3
3471040007,Tinggi,High demand,-2.575630364184381,1,3
3471040006,Tinggi,High demand,0.5786632081499296,1,3
3471040004,Tinggi,High demand,8.257921250496363,1,3
3471040002,Tinggi,High demand,5.927743738310027,1,2
3471040001,Tinggi,High demand,6.865437538666613,1,2
3471050001,Tinggi,High demand,3.457506377063981,1,3
3471050002,Tinggi,High demand,5.98330251224964,1,3
3471050003,Tinggi,High demand,2.8934650020537136,1,3
3401010003,Tinggi,High demand,-5.754782255095023,0,1
3401010010,Rendah,Low demand,-6.261954340119455,0,1
3401010012,Rendah,Low demand,-0.1803751079708976,0,1
3401010015,Tinggi,High demand,-7.1888558922173935,1,3
3401010013,Rendah,Low demand,-4.7015491716743085,0,1
3401010011,Rendah,Low demand,-6.583789106438317,0,1
3401010007,Rendah,Low demand,-6.480488809884769,0,1
3401010006,Rendah,Low demand,-6.88157907261709,0,1
3401010009,Rendah,Low demand,-3.6983994165257337,0,1
3401010002,Tinggi,High demand,-4.76592608530374,0,1
3401010005,Rendah,Low demand,-6.483658041618077,0,1
3401010008,Rendah,Low demand,-7.18460602267826,1,3
3401010004,Tinggi,High demand,-0.4452216280584081,0,1
3401010001,Tinggi,High demand,-2.7420549135802275,1,3
3401010014,Rendah,Low demand,-6.125129090784532,0,1
3401020001,Tinggi,High demand,-6.342602540910455,0,1
3401020003,Rendah,Low demand,-6.665368147226676,0,1
3401020005,Rendah,Low demand,-3.797200614050277,0,1
3401020004,Rendah,Low demand,-5.617591897680282,0,1
3401020002,Rendah,Low demand,-5.517884450723078,0,1
3401020008,Tinggi,High demand,17.84186411824428,1,3
3401020006,Rendah,Low demand,5.135892219217686,1,3
3401020007,Tinggi,High demand,-2.204337018159168,0,1
3401030009,Rendah,Low demand,-4.737735564744527,1,3
3401030004,Rendah,Low demand,-7.314856483113197,0,1
3401030007,Rendah,Low demand,-5.8409729361268505,0,1
3401030002,Rendah,Low demand,-2.7617519259776016,0,1
3401030011,Rendah,Low demand,-3.2906035257249853,0,1
3401030006,Rendah,Low demand,-3.692145065021075,0,1
3401030003,Rendah,Low demand,-3.777950834602692,0,1
3401030010,Rendah,Low demand,-5.860239092889155,0,1
3401030005,Rendah,Low demand,-4.450952195139946,0,1
3401030001,Rendah,Low demand,-5.5490358482312185,0,1
3401030008,Rendah,Low demand,-5.091013663745309,0,1
3401040004,Rendah,Low demand,-7.010379599744756,0,1
3401040006,Tinggi,High demand,-3.540028647030186,0,1
3401040001,Rendah,Low demand,-5.783652991418892,0,1
3401040003,Tinggi,High demand,-4.10214053162703,0,1
3401040007,Rendah,Low demand,-5.665907428919512,0,1
3401040002,Rendah,Low demand,-6.105719540628191,0,1
3401040005,Tinggi,High demand,-0.6706058420648899,0,1
3401050004,Rendah,Low demand,-4.155110933312876,0,1
3401050001,Tinggi,High demand,-6.032870814135402,0,1
3401050006,Rendah,Low demand,-1.1635650382672438,1,2
3401050003,Rendah,Low demand,-5.0203191951243,0,1
3401050002,Rendah,Low demand,0.5731765264606499,0,1
3401050005,Rendah,Low demand,-4.4756414321455935,0,1
3401060002,Tinggi,High demand,-2.602288230312295,0,1
3401060005,Rendah,Low demand,-3.8058119646165567,0,1
3401060004,Tinggi,High demand,2.0591361055154085,1,2
3401060007,Rendah,Low demand,-0.9156014254080362,0,1
3401060003,Tinggi,High demand,-1.280087891868031,0,1
3401060008,Rendah,Low demand,-4.500116391972116,0,1
3401060006,Rendah,Low demand,-3.7521192298390926,0,1
3401060001,Rendah,Low demand,-5.988653119189526,0,1
3401070002,Rendah,Low demand,-1.0055540762333246,1,3
3401070001,Rendah,Low demand,-1.3523645620512093,1,3
3401070005,Rendah,Low demand,5.101705446797858,1,3
3401070003,Rendah,Low demand,-3.0148483874360266,0,1
3401070006,Rendah,Low demand,4.141425431184743,0,1
3401070004,Rendah,Low demand,0.7719695593004187,1,3
3401070007,Rendah,Low demand,-4.272592169786338,0,1
3401080004,Rendah,Low demand,1.502796581048814,0,1
3401080001,Rendah,Low demand,4.640011562877037,0,1
3401080002,Rendah,Low demand,4.746691417720841,0,1
3401080005,Rendah,Low demand,2.171240314669479,0,1
3401080003,Rendah,Low demand,1.2253238748886406,0,1
3401090003,Rendah,Low demand,-4.275083872593459,0,1
3401090004,Rendah,Low demand,-6.380084194038096,0,1
3401090002,Rendah,Low demand,-3.5518122336663427,0,1
3401090001,Rendah,Low demand,-1.4619340100389873,0,1
3401100004,Rendah,Low demand,-2.97089010437651,0,1
3401100006,Rendah,Low demand,1.3330537312623736,0,1
3401100003,Rendah,Low demand,-2.815426278208696,1,3
3401100005,Rendah,Low demand,-1.5713279324151812,0,1
3401100001,Rendah,Low demand,-3.8724537975487463,0,1
3401100002,Rendah,Low demand,0.1534553819351494,0,1
3401120007,Rendah,Low demand,-3.0876221287041514,0,1
3401120001,Rendah,Low demand,-6.6746991522382135,0,1
3401120003,Rendah,Low demand,-6.759833550507403,0,1
3401120004,Rendah,Low demand,-5.425626325551393,0,1
3401120006,Rendah,Low demand,-4.903280313421911,0,1
3401120002,Rendah,Low demand,-2.0833920176907013,0,1
3401120005,Rendah,Low demand,-3.0629048009931408,0,1
3401110001,Rendah,Low demand,7.097626338125762,0,1
3401110002,Rendah,Low demand,-1.9103967670979007,0,1
3401110003,Rendah,Low demand,0.8182505619791792,0,1
3401110004,Rendah,Low demand,4.003247563586248,0,1
3404050002,Tinggi,High demand,16.27881948520979,1,3
3404050001,Tinggi,High demand,9.947590303957565,1,3
3404050005,Tinggi,High demand,8.88256860244845,1,3
3404050003,Tinggi,High demand,14.59110268147312,1,3
3404050004,Tinggi,High demand,15.712704060040268,1,3
3404040005,Tinggi,High demand,10.438931723968404,1,3
3404040002,Tinggi,High demand,2.0033930415955474,0,1
3404040007,Tinggi,High demand,-2.033363607119572,1,3
3404040003,Rendah,Low demand,-4.597444595448999,1,3
3404040001,Rendah,Low demand,-0.3526688248767666,0,1
3404040004,Tinggi,High demand,4.700556066840013,1,3
3404040006,Tinggi,High demand,4.739868446971556,1,3
3404010003,Rendah,Low demand,5.809206100515816,0,1
3404010004,Rendah,Low demand,2.8360100031447018,1,2
3404010001,Rendah,Low demand,4.070426272556162,0,1
3404010002,Rendah,Low demand,-3.3747867970391536,0,1
3404020005,Rendah,Low demand,5.147723544263291,0,1
3404020002,Rendah,Low demand,-1.259018935995975,0,1
3404020001,Rendah,Low demand,0.7036467535892645,0,1
3404020003,Rendah,Low demand,-0.355930408773715,0,1
3404020004,Rendah,Low demand,-0.644105862002609,0,1
3404030004,Rendah,Low demand,2.296336695869635,0,1
3404030002,Rendah,Low demand,-2.782028620114109,1,3
3404030003,Rendah,Low demand,1.063556090836975,0,1
3404030001,Rendah,Low demand,1.230191418200372,0,1
3404030005,Rendah,Low demand,-1.7756403261077565,0,1
3404060005,Tinggi,High demand,14.20486064720584,1,3
3404060002,Tinggi,High demand,6.51770010721478,0,1
3404060001,Tinggi,High demand,-3.5195860138839303,0,1
3404060003,Tinggi,High demand,1.925987159493176,1,3
3404060004,Tinggi,High demand,8.397491309336077,1,3
3404070001,Tinggi,High demand,15.627091361007412,1,3
3404070003,Tinggi,High demand,14.737735969433771,1,3
3404070002,Tinggi,High demand,13.678020925658124,1,3
3404080002,Tinggi,High demand,3.3376132274588453,0,1
3404080003,Rendah,Low demand,-1.0470265910046388,0,1
3404080004,Tinggi,High demand,4.153962758338452,1,2
3404080001,Tinggi,High demand,3.3131720157323725,0,1
3404090001,Rendah,Low demand,-1.331256925619034,0,1
3404090002,Rendah,Low demand,-7.001822634242445,0,1
3404090006,Tinggi,High demand,2.603119165617826,0,1
3404090003,Rendah,Low demand,-5.370644971301877,0,1
3404090005,Tinggi,High demand,1.0807283940198626,0,1
3404090004,Rendah,Low demand,-6.080324903362365,0,1
3404100003,Tinggi,High demand,5.385993827988968,0,1
3404100002,Tinggi,High demand,7.265206878741433,0,1
3404100001,Tinggi,High demand,15.159784517304828,0,1
3404100004,Rendah,Low demand,1.881100271238369,0,1
3404110005,Rendah,Low demand,-1.5280989285491091,0,1
3404110002,Tinggi,High demand,12.141965999097554,1,3
3404110001,Tinggi,High demand,13.558178329925592,1,3
3404110003,Rendah,Low demand,3.8448146936798255,1,3
3404110004,Rendah,Low demand,2.083596394073874,0,1
3404120002,Tinggi,High demand,11.81674427844044,1,3
3404120004,Tinggi,High demand,0.7771197505494224,1,3
3404120006,Rendah,Low demand,-0.4858861359878474,0,1
3404120003,Tinggi,High demand,-0.1232528429628452,1,2
3404120005,Tinggi,High demand,12.324437210182834,1,3
3404120001,Tinggi,High demand,11.363572779689282,1,3
3404130003,Tinggi,High demand,9.87373611810764,1,3
3404130002,Tinggi,High demand,10.317542881956468,1,3
3404130005,Rendah,Low demand,-1.819643166985478,0,1
3404130001,Rendah,Low demand,4.798787593997764,0,1
3404130004,Rendah,Low demand,6.032626882506419,0,1
3404140003,Rendah,Low demand,-2.2573304766671543,0,1
3404140002,Rendah,Low demand,-6.269798947472385,0,1
3404140001,Rendah,Low demand,-3.1244628465135094,0,1
3404140007,Rendah,Low demand,5.320250266876777,1,3
3404140006,Rendah,Low demand,5.129486513978216,0,1
3404140008,Rendah,Low demand,-5.188563507874449,0,1
3404140005,Rendah,Low demand,-4.846024245300889,0,1
3404140004,Rendah,Low demand,-4.769890628067531,0,1
3404150001,Rendah,Low demand,-1.6424687123624393,0,1
3404150004,Rendah,Low demand,0.0210919075939254,0,1
3404150002,Rendah,Low demand,0.4153881491433112,0,1
3404150003,Rendah,Low demand,-2.611239527307155,0,1
3404160002,Rendah,Low demand,-2.047342101673289,0,1
3404160005,Rendah,Low demand,-0.4723391335082265,0,1
3404160003,Rendah,Low demand,-0.882731617152218,0,1
3404160004,Rendah,Low demand,3.069380036300901,0,1
3404160001,Rendah,Low demand,5.629812997441802,0,1
3404170002,Rendah,Low demand,-0.7252367726714927,0,1
3404170005,Rendah,Low demand,-3.275939558903913,0,1
3404170003,Rendah,Low demand,-3.277703196072617,0,1
3404170004,Rendah,Low demand,-3.505516390479643,0,1
3404170001,Rendah,Low demand,2.548549439830018,0,1
